Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)
Aligned_pair1_d	34	0.108	0.268	0.377	0.268	0.377	1.226	0.153	0.232	6.30E-04	0.001	0.016	0.006	0.004	0.009	0.345	0.511	2.099	1.324	0.478	0.451	0.085
Aligned_pair1_d	35	0.113	0.263	0.387	0.263	0.387	1.242	0.163	0.23	7.19E-04	0.002	0.017	0.007	0.004	0.01	0.349	0.493	2.034	1.346	0	NaN	NaN
Aligned_pair1_d	36	0.108	0.269	0.373	0.269	0.373	1.407	0.144	0.218	6.34E-04	0.002	0.018	0.007	0.004	0.009	0.317	0.49	1.344	1.355	0.588	0.574	0.076
Aligned_pair1_d	37	0.112	0.264	0.385	0.264	0.385	1.376	0.155	0.212	6.99E-04	0.002	0.018	0.007	0.004	0.01	0.331	0.465	1.893	1.294	0.294	0.282	0.032
Aligned_pair1_d	38	0.111	0.272	0.38	0.272	0.38	1.434	0.159	0.228	6.82E-04	0.002	0.018	0.007	0.004	0.009	0.331	0.49	1.344	1.324	0.625	0.562	0.129
Aligned_pair1_d	39	0.109	0.276	0.385	0.276	0.385	1.484	0.164	0.207	6.84E-04	0.001	0.018	0.007	0.004	0.009	0.349	0.465	1.893	1.355	0.303	0.284	0.045
Aligned_pair1_d	40	0.113	0.271	0.386	0.271	0.386	-1.571	0.17	0.239	7.38E-04	0.002	0.019	0.006	0.004	0.009	0.36	0.49	1.344	1.355	0	NaN	NaN
Aligned_pair1_d	41	0.112	0.269	0.387	0.269	0.387	-1.557	0.172	0.24	6.98E-04	0.002	0.019	0.007	0.004	0.009	0.36	0.52	1.429	1.407	0	NaN	NaN
Aligned_pair1_d	42	0.103	0.271	0.383	0.271	0.383	-1.507	0.171	0.208	7.01E-04	0.001	0.017	0.005	0.004	0.008	0.36	0.465	1.249	1.251	0	NaN	NaN
Aligned_pair1_d	43	0.101	0.276	0.383	0.276	0.383	-1.545	0.166	0.237	6.72E-04	0.001	0.017	0.005	0.004	0.008	0.362	0.49	1.344	1.281	0.303	0.293	0.028
Aligned_pair1_d	44	0.104	0.272	0.383	0.272	0.383	-1.455	0.162	0.241	6.55E-04	0.001	0.017	0.005	0.004	0.008	0.331	0.512	1.204	1.437	0	NaN	NaN
Aligned_pair1_d	45	0.105	0.269	0.384	0.269	0.384	-1.234	0.155	0.232	6.62E-04	0.001	0.016	0.006	0.004	0.008	0.341	0.49	1.344	1.281	0.303	0.293	0.028
Aligned_pair1_d	46	0.104	0.273	0.389	0.273	0.389	-1.297	0.166	0.216	6.89E-04	0.001	0.016	0.006	0.004	0.009	0.353	0.478	1.176	1.333	0	NaN	NaN
Aligned_pair1_d	47	0.107	0.262	0.387	0.262	0.387	-1.296	0.162	0.24	6.81E-04	0.001	0.016	0.005	0.004	0.008	0.331	0.49	1.344	1.303	0	NaN	NaN
Aligned_pair1_d	48	0.103	0.259	0.381	0.259	0.381	-1.406	0.165	0.206	6.38E-04	0.001	0.017	0.006	0.004	0.009	0.331	0.455	1.326	1.272	0.303	0.293	0.028
Aligned_pair1_d	49	0.103	0.268	0.371	0.268	0.371	-1.388	0.156	0.225	5.98E-04	0.001	0.017	0.006	0.004	0.008	0.329	0.483	1.418	1.251	0.303	0.293	0.019
Aligned_pair1_d	50	0.105	0.261	0.376	0.261	0.376	-1.245	0.18	0.228	6.70E-04	0.001	0.016	0.006	0.004	0.009	0.357	0.483	1.418	1.333	0.303	0.293	0.019
Aligned_pair1_d	51	0.113	0.268	0.392	0.268	0.392	-1.362	0.172	0.224	8.09E-04	0.001	0.018	0.006	0.005	0.01	0.367	0.493	1.107	1.419	0	NaN	NaN
Aligned_pair1_d	52	0.111	0.274	0.383	0.274	0.383	-1.481	0.168	0.237	7.75E-04	0.001	0.018	0.006	0.005	0.009	0.367	0.483	1.418	1.376	0.303	0.293	0.028
Aligned_pair1_d	53	0.109	0.271	0.377	0.271	0.377	1.531	0.169	0.23	7.29E-04	0.001	0.018	0.006	0.004	0.009	0.367	0.465	1.893	1.333	0	NaN	NaN
Aligned_pair1_d	54	0.113	0.27	0.379	0.27	0.379	1.493	0.168	0.266	6.86E-04	0.002	0.019	0.006	0.004	0.009	0.356	0.526	1.36	1.407	0.625	0.543	0.156
Aligned_pair1_d	55	0.107	0.27	0.377	0.27	0.377	1.44	0.171	0.225	6.86E-04	0.001	0.017	0.006	0.004	0.009	0.367	0.465	1.249	1.324	0.303	0.293	0.028
Aligned_pair1_d	56	0.117	0.28	0.379	0.28	0.379	-1.501	0.17	0.232	8.00E-04	0.002	0.019	0.007	0.005	0.01	0.367	0.49	1.344	1.385	0.625	0.598	0.05
Aligned_pair1_d	57	0.115	0.282	0.374	0.282	0.374	-1.508	0.197	0.229	8.78E-04	0.001	0.019	0.006	0.004	0.01	0.378	0.49	1.344	1.355	0.329	0.326	0.019
Aligned_pair1_d	58	0.115	0.286	0.389	0.286	0.389	1.55	0.192	0.207	8.35E-04	0.001	0.019	0.007	0.004	0.01	0.392	0.478	1.176	1.459	0	NaN	NaN
Aligned_pair1_d	59	0.105	0.293	0.388	0.293	0.388	1.455	0.155	0.203	6.98E-04	0.001	0.017	0.006	0.005	0.009	0.331	0.455	1.326	1.294	0	NaN	NaN
Aligned_pair1_d	60	0.1	0.303	0.391	0.303	0.391	1.275	0.163	0.201	6.20E-04	0.001	0.015	0.006	0.004	0.008	0.345	0.447	1.736	1.281	0	NaN	NaN
Aligned_pair1_d	61	0.103	0.299	0.39	0.299	0.39	1.513	0.154	0.243	5.84E-04	0.001	0.017	0.005	0.004	0.008	0.331	0.49	1.798	1.303	0.588	0.559	0.109
Aligned_pair1_d	62	0.099	0.296	0.399	0.296	0.399	1.504	0.154	0.215	5.58E-04	0.001	0.016	0.005	0.004	0.008	0.321	0.455	1.816	1.22	0.294	0.275	0.057
Aligned_pair1_d	63	0.095	0.29	0.402	0.29	0.402	-1.465	0.151	0.192	5.04E-04	0.001	0.016	0.006	0.003	0.008	0.317	0.444	1.144	1.19	0.735	0.724	0.062
Aligned_pair1_d	64	0.092	0.292	0.398	0.292	0.398	-1.325	0.146	0.193	5.25E-04	9.05E-04	0.014	0.005	0.004	0.007	0.321	0.419	0.91	1.169	0.478	0.442	0.094
Aligned_pair1_d	65	0.089	0.283	0.412	0.283	0.412	-1.455	0.156	0.196	5.14E-04	8.39E-04	0.015	0.004	0.003	0.007	0.325	0.43	1.222	1.177	0.588	0.559	0.109
Aligned_pair1_d	66	0.081	0.286	0.415	0.286	0.415	-1.458	0.139	0.194	4.12E-04	7.13E-04	0.013	0.004	0.003	0.006	0.294	0.411	1.391	1.125	0	NaN	NaN
Aligned_pair1_d	67	0.082	0.282	0.42	0.282	0.42	-1.26	0.145	0.205	3.70E-04	9.00E-04	0.012	0.004	0.003	0.006	0.294	0.43	1.222	1.177	0	NaN	NaN
Aligned_pair1_d	68	0.08	0.292	0.407	0.292	0.407	-1.031	0.126	0.199	2.95E-04	9.43E-04	0.01	0.005	0.002	0.006	0.284	0.444	1.144	1.165	0	NaN	NaN
Aligned_pair1_d	69	0.074	0.296	0.41	0.296	0.41	-1.08	0.125	0.185	2.98E-04	7.58E-04	0.01	0.004	0.002	0.005	0.294	0.419	0.91	1.156	0.625	0.58	0.149
Aligned_pair1_d	70	0.07	0.311	0.392	0.311	0.392	-1.25	0.127	0.181	2.71E-04	6.50E-04	0.011	0.004	0.002	0.005	0.266	0.397	0.983	1.095	0.588	0.559	0.109
Aligned_pair1_d	71	0.061	0.309	0.387	0.309	0.387	-1.347	0.108	0.163	2.04E-04	4.77E-04	0.01	0.003	0.002	0.004	0.256	0.375	1.768	0.991	0	NaN	NaN
Aligned_pair1_d	72	0.061	0.308	0.363	0.308	0.363	-1.52	0.122	0.154	2.18E-04	4.33E-04	0.01	0.003	0.002	0.004	0.257	0.362	1.153	0.991	0	NaN	NaN
Aligned_pair1_d	73	0.07	0.307	0.365	0.307	0.365	1.455	0.133	0.183	3.20E-04	5.28E-04	0.012	0.003	0.002	0.005	0.294	0.384	1.279	1.052	0.232	0.219	0.038
Aligned_pair1_d	74	0.076	0.304	0.366	0.304	0.366	1.159	0.16	0.176	3.96E-04	5.70E-04	0.011	0.003	0.002	0.005	0.325	0.397	2.159	1.095	0.588	0.555	0.089
Aligned_pair1_d	75	0.084	0.298	0.383	0.298	0.383	1.331	0.16	0.18	4.77E-04	7.10E-04	0.013	0.004	0.003	0.007	0.325	0.411	2.034	1.125	0	NaN	NaN
Aligned_pair1_d	76	0.084	0.297	0.382	0.297	0.382	1.542	0.152	0.169	5.11E-04	6.52E-04	0.014	0.004	0.003	0.007	0.325	0.397	2.159	1.147	0.232	0.219	0.038
Aligned_pair1_d	77	0.076	0.297	0.375	0.297	0.375	1.32	0.153	0.169	4.29E-04	5.40E-04	0.012	0.003	0.003	0.006	0.325	0.397	2.159	1.147	0.303	0.303	0
Aligned_pair1_d	78	0.076	0.3	0.383	0.3	0.383	0.392	0.156	0.147	4.60E-04	4.89E-04	0.002	0.003	0.003	0.006	0.294	0.367	2.214	1.034	0	NaN	NaN
Aligned_pair1_d	79	0.081	0.303	0.379	0.303	0.379	1.553	0.157	0.16	5.32E-04	5.91E-04	0.013	0.004	0.003	0.006	0.331	0.397	2.159	1.229	0.588	0.555	0.096
Aligned_pair1_d	80	0.086	0.301	0.395	0.301	0.395	1.067	0.16	0.192	5.74E-04	6.88E-04	0.011	0.004	0.004	0.007	0.331	0.429	2.111	1.22	0.303	0.296	0.038
Aligned_pair1_d	81	0.093	0.295	0.404	0.295	0.404	1.522	0.151	0.187	6.05E-04	8.58E-04	0.015	0.005	0.004	0.007	0.331	0.419	1.837	1.251	0.303	0.303	0
Aligned_pair1_d	82	0.096	0.3	0.406	0.3	0.406	1.376	0.164	0.192	6.55E-04	8.81E-04	0.015	0.005	0.004	0.008	0.331	0.43	1.92	1.229	0	NaN	NaN
Aligned_pair1_d	83	0.097	0.295	0.403	0.295	0.403	-1.529	0.151	0.189	6.51E-04	9.53E-04	0.016	0.005	0.004	0.007	0.331	0.449	0.96	1.355	0	NaN	NaN
Aligned_pair1_d	84	0.103	0.306	0.398	0.306	0.398	1.536	0.171	0.192	7.57E-04	0.001	0.017	0.005	0.004	0.009	0.36	0.444	1.997	1.281	0.303	0.291	0.047
Aligned_pair1_d	85	0.109	0.294	0.401	0.294	0.401	-1.527	0.185	0.192	8.77E-04	0.001	0.018	0.006	0.005	0.009	0.367	0.449	0.96	1.294	0.367	0.366	0.009
Aligned_pair1_d	86	0.099	0.283	0.391	0.283	0.391	-1.56	0.173	0.171	7.06E-04	8.92E-04	0.016	0.005	0.004	0.008	0.362	0.411	2.034	1.169	0.303	0.303	0
Aligned_pair1_d	87	0.105	0.273	0.39	0.273	0.39	-1.399	0.164	0.198	7.19E-04	0.001	0.017	0.006	0.004	0.009	0.365	0.455	1.816	1.333	0.303	0.301	0.003
Aligned_pair1_d	88	0.084	0.261	0.395	0.261	0.395	1.541	0.15	0.175	4.98E-04	6.62E-04	0.014	0.004	0.003	0.006	0.329	0.396	1.951	1.095	0	NaN	NaN
Aligned_pair1_d	89	0.086	0.256	0.38	0.256	0.38	1.55	0.148	0.172	5.28E-04	7.03E-04	0.014	0.004	0.004	0.007	0.329	0.396	1.951	1.095	0.303	0.296	0.038
Aligned_pair1_d	90	0.093	0.257	0.38	0.257	0.38	-1.104	0.143	0.186	5.72E-04	8.79E-04	0.012	0.005	0.004	0.007	0.329	0.419	0.661	1.169	0.303	0.303	0
Aligned_pair1_d	91	0.084	0.264	0.375	0.264	0.375	1.509	0.155	0.176	5.34E-04	6.21E-04	0.014	0.004	0.003	0.007	0.329	0.384	1.862	1.095	0.303	0.298	0.03
Aligned_pair1_d	92	0.084	0.276	0.373	0.276	0.373	-1.53	0.132	0.187	4.38E-04	7.88E-04	0.014	0.004	0.003	0.006	0.294	0.43	1.92	1.199	0.232	0.222	0.035
Aligned_pair1_d	93	0.084	0.283	0.363	0.283	0.363	1.56	0.137	0.188	4.30E-04	7.97E-04	0.014	0.004	0.003	0.006	0.294	0.43	1.92	1.147	0.294	0.291	0.017
Aligned_pair1_d	94	0.078	0.295	0.356	0.295	0.356	-1.525	0.146	0.195	3.61E-04	7.41E-04	0.013	0.004	0.002	0.006	0.291	0.43	1.92	1.147	0	NaN	NaN
Aligned_pair1_d	95	0.086	0.281	0.362	0.281	0.362	-1.411	0.168	0.184	5.19E-04	7.77E-04	0.014	0.004	0.003	0.007	0.329	0.43	1.92	1.229	0.367	0.366	0.009
Aligned_pair1_d	96	0.096	0.277	0.356	0.277	0.356	-0.946	0.162	0.176	6.78E-04	8.59E-04	0.011	0.005	0.004	0.008	0.362	0.419	1.837	1.229	0	NaN	NaN
Aligned_pair1_d	97	0.09	0.282	0.353	0.282	0.353	-0.486	0.179	0.185	6.02E-04	7.76E-04	0.003	0.004	0.003	0.007	0.357	0.419	0.661	1.199	0	NaN	NaN
Aligned_pair1_d	98	0.093	0.293	0.345	0.293	0.345	-0.316	0.176	0.181	6.92E-04	7.28E-04	0.001	0.004	0.004	0.008	0.36	0.397	2.159	1.169	0	NaN	NaN
Aligned_pair1_d	99	0.088	0.296	0.345	0.296	0.345	0.787	0.147	0.171	5.32E-04	7.76E-04	0.007	0.005	0.004	0.006	0.338	0.419	1.837	1.177	0.265	0.259	0.025
Aligned_pair1_d	100	0.093	0.302	0.35	0.302	0.35	0.857	0.166	0.191	6.32E-04	8.09E-04	0.009	0.004	0.004	0.007	0.345	0.429	2.111	1.169	0	NaN	NaN
Aligned_pair1_d	101	0.092	0.299	0.338	0.299	0.338	0.919	0.168	0.175	6.39E-04	7.43E-04	0.01	0.004	0.004	0.008	0.36	0.397	2.159	1.147	0.265	0.25	0.042
Aligned_pair1_d	102	0.097	0.313	0.334	0.313	0.334	1.102	0.165	0.202	6.64E-04	9.19E-04	0.013	0.005	0.004	0.008	0.362	0.444	1.997	1.26	0.478	0.463	0.056
Aligned_pair1_d	103	0.092	0.309	0.347	0.309	0.347	1.185	0.177	0.191	6.24E-04	7.89E-04	0.013	0.004	0.004	0.007	0.362	0.429	2.111	1.229	0	NaN	NaN
Aligned_pair1_d	104	0.09	0.317	0.336	0.317	0.336	1.255	0.171	0.198	5.67E-04	8.10E-04	0.014	0.004	0.003	0.007	0.338	0.444	1.997	1.208	0.294	0.284	0.04
Aligned_pair1_d	105	0.086	0.309	0.342	0.309	0.342	1.534	0.17	0.196	5.49E-04	7.59E-04	0.014	0.004	0.003	0.006	0.337	0.444	1.997	1.312	0.265	0.25	0.042
Aligned_pair1_d	106	0.081	0.314	0.325	0.314	0.325	1.054	0.166	0.182	5.02E-04	5.98E-04	0.01	0.003	0.003	0.006	0.326	0.396	1.951	1.104	0.294	0.291	0.017
Aligned_pair1_d	107	0.084	0.315	0.333	0.315	0.333	1.433	0.172	0.192	5.52E-04	6.60E-04	0.014	0.003	0.003	0.006	0.334	0.411	1.751	1.229	0.294	0.273	0.054
Aligned_pair1_d	108	0.077	0.317	0.324	0.317	0.324	1.104	0.157	0.184	4.03E-04	5.96E-04	0.01	0.003	0.003	0.005	0.312	0.396	1.951	1.052	0.073	0.049	0.017
Aligned_pair1_d	109	0.084	0.308	0.333	0.308	0.333	1.417	0.165	0.191	4.98E-04	6.73E-04	0.014	0.004	0.003	0.006	0.331	0.411	1.751	1.104	0.294	0.279	0.042
Aligned_pair1_d	110	0.081	0.308	0.326	0.308	0.326	1.28	0.166	0.222	4.36E-04	7.10E-04	0.012	0.003	0.003	0.005	0.331	0.447	1.736	1.177	0.265	0.256	0.035
Aligned_pair1_d	111	0.081	0.31	0.326	0.31	0.326	1.441	0.139	0.185	4.43E-04	6.53E-04	0.013	0.004	0.003	0.006	0.294	0.396	1.951	1.073	0.265	0.253	0.041
