Label	Slice	CSA	X_cent._(_)	Y_cent._(_)	wX_cent._(_)	wY_cent._(_)	Theta_(rad)	R1_(_)	R2_(_)	Imin_(_^4)	Imax_(_^4)	Ipm_(_^4)	Zmax_(_A^3)	Zmin_(_A^3)	Zpol_(_A^3)	Feret_Min_(_)	Feret_Max_(_)	Feret_Angle_(rad)	Perimeter_(_)	Max_Thick_2D_(_)	Mean_Thick_2D_(_)	SD_Thick_2D_(_)	Cr_(rad)	M_(rad)	ICrCa(_^4)	IML(_^4)	ZCrCa(__A)	ZML(__A)	RCrCa(_)	RML(_)	DCrCa(_)	DML(_)
Aligned_pair3_d	15	0.51	0.522	0.644	0.522	0.644	-1.259	0.321	0.549	0.013	0.035	0.077	0.063	0.041	0.086	0.67	1.131	1.279	2.979	0	NaN	NaN										
Aligned_pair3_d	16	0.537	0.509	0.663	0.509	0.663	-1.213	0.323	0.568	0.014	0.041	0.079	0.072	0.042	0.095	0.685	1.169	1.337	3.056	0.632	0.587	0.081										
Aligned_pair3_d	17	0.537	0.509	0.664	0.509	0.664	-1.223	0.322	0.571	0.014	0.041	0.079	0.072	0.042	0.095	0.702	1.169	1.337	3.056	0	NaN	NaN										
Aligned_pair3_d	18	0.531	0.508	0.665	0.508	0.665	-1.211	0.324	0.54	0.013	0.04	0.077	0.073	0.042	0.098	0.702	1.131	1.279	3.011	0	NaN	NaN										
Aligned_pair3_d	19	0.516	0.506	0.66	0.506	0.66	-1.238	0.324	0.535	0.012	0.038	0.077	0.072	0.039	0.095	0.702	1.131	1.279	3.133	0.583	0.561	0.054										
Aligned_pair3_d	20	0.525	0.503	0.657	0.503	0.657	-1.242	0.327	0.549	0.013	0.04	0.078	0.073	0.04	0.095	0.702	1.158	1.383	3.101	0	NaN	NaN										
Aligned_pair3_d	21	0.525	0.504	0.655	0.504	0.655	-1.227	0.329	0.545	0.013	0.04	0.078	0.074	0.039	0.096	0.697	1.158	1.383	3.101	0.583	0.562	0.038										
Aligned_pair3_d	22	0.519	0.505	0.658	0.505	0.658	-1.27	0.32	0.552	0.013	0.039	0.079	0.07	0.039	0.093	0.681	1.131	1.279	3.088	1.571	1.522	0.203										
Aligned_pair3_d	23	0.51	0.503	0.664	0.503	0.664	-1.304	0.314	0.56	0.013	0.036	0.079	0.065	0.04	0.087	0.676	1.116	1.326	3.209	0.583	0.561	0.054										
Aligned_pair3_d	24	0.513	0.499	0.659	0.499	0.659	-1.313	0.303	0.557	0.013	0.037	0.08	0.066	0.042	0.088	0.665	1.116	1.326	2.966	0.583	0.562	0.038										
Aligned_pair3_d	25	0.551	0.48	0.696	0.48	0.696	-1.262	0.315	0.595	0.013	0.046	0.083	0.077	0.043	0.099	0.67	1.199	1.249	3.075	0	NaN	NaN										
Aligned_pair3_d	26	0.548	0.483	0.693	0.483	0.693	-1.268	0.347	0.592	0.014	0.045	0.083	0.077	0.039	0.099	0.707	1.199	1.249	3.119	0	NaN	NaN										
Aligned_pair3_d	27	0.56	0.481	0.701	0.481	0.701	-1.279	0.344	0.601	0.014	0.048	0.086	0.08	0.04	0.103	0.707	1.211	1.391	3.164	0	NaN	NaN										
Aligned_pair3_d	28	0.572	0.485	0.706	0.485	0.706	-1.284	0.338	0.604	0.014	0.049	0.088	0.082	0.043	0.105	0.707	1.222	1.347	3.241	0	NaN	NaN										
Aligned_pair3_d	29	0.575	0.491	0.707	0.491	0.707	-1.298	0.329	0.568	0.015	0.049	0.089	0.087	0.045	0.113	0.702	1.183	1.292	3.241	0	NaN	NaN										
Aligned_pair3_d	30	0.581	0.49	0.709	0.49	0.709	-1.306	0.328	0.569	0.015	0.05	0.09	0.087	0.047	0.114	0.702	1.183	1.292	3.241	0	NaN	NaN										
Aligned_pair3_d	31	0.59	0.498	0.706	0.498	0.706	-1.307	0.324	0.564	0.016	0.05	0.092	0.089	0.049	0.117	0.705	1.183	1.292	3.196	0.632	0.6	0.078										
Aligned_pair3_d	32	0.581	0.496	0.709	0.496	0.709	-1.325	0.324	0.554	0.015	0.049	0.091	0.088	0.047	0.115	0.701	1.169	1.337	3.196	0	NaN	NaN										
Aligned_pair3_d	33	0.581	0.493	0.707	0.493	0.707	-1.331	0.322	0.553	0.015	0.049	0.091	0.088	0.048	0.116	0.701	1.169	1.337	3.241	0	NaN	NaN										
Aligned_pair3_d	34	0.613	0.485	0.708	0.485	0.708	-1.326	0.343	0.56	0.018	0.051	0.096	0.092	0.053	0.124	0.735	1.183	1.292	3.241	1.841	1.732	0.22										
Aligned_pair3_d	35	0.613	0.483	0.716	0.483	0.716	-1.365	0.347	0.565	0.018	0.051	0.098	0.091	0.053	0.123	0.735	1.183	1.292	3.317	1.841	1.732	0.22										
Aligned_pair3_d	36	0.613	0.486	0.723	0.486	0.723	-1.405	0.34	0.571	0.018	0.052	0.099	0.09	0.053	0.122	0.72	1.183	1.292	3.228	0	NaN	NaN										
Aligned_pair3_d	37	0.607	0.486	0.724	0.486	0.724	-1.397	0.343	0.563	0.018	0.049	0.098	0.088	0.053	0.12	0.722	1.169	1.337	3.241	0.65	0.622	0.089										
Aligned_pair3_d	38	0.61	0.485	0.722	0.485	0.722	-1.402	0.346	0.561	0.018	0.05	0.099	0.089	0.053	0.121	0.722	1.169	1.337	3.228	0	NaN	NaN										
Aligned_pair3_d	39	0.604	0.488	0.721	0.488	0.721	-1.422	0.346	0.56	0.018	0.048	0.098	0.086	0.053	0.118	0.72	1.158	1.383	3.151	1.841	1.732	0.22										
Aligned_pair3_d	40	0.61	0.484	0.722	0.484	0.722	-1.437	0.353	0.562	0.019	0.049	0.1	0.086	0.053	0.12	0.73	1.158	1.383	3.151	0.659	0.636	0.074										
Aligned_pair3_d	41	0.592	0.49	0.733	0.49	0.733	-1.387	0.351	0.57	0.018	0.047	0.095	0.082	0.05	0.112	0.73	1.158	1.383	3.119	0.65	0.622	0.089										
Aligned_pair3_d	42	0.587	0.495	0.769	0.495	0.769	-1.404	0.338	0.561	0.016	0.049	0.095	0.088	0.048	0.117	0.712	1.169	1.337	3.349	0.583	0.572	0.065										
Aligned_pair3_d	43	0.59	0.495	0.76	0.495	0.76	-1.462	0.373	0.551	0.017	0.048	0.097	0.087	0.045	0.117	0.73	1.149	1.713	3.075	1.571	1.532	0.213										
Aligned_pair3_d	44	0.581	0.495	0.756	0.495	0.756	-1.458	0.331	0.548	0.016	0.047	0.096	0.086	0.049	0.115	0.688	1.149	1.429	3.075	0.632	0.611	0.049										
Aligned_pair3_d	45	0.587	0.495	0.754	0.495	0.754	-1.472	0.33	0.593	0.017	0.048	0.097	0.08	0.05	0.108	0.697	1.196	1.48	3.196	0	NaN	NaN										
Aligned_pair3_d	46	0.59	0.493	0.751	0.493	0.751	-1.48	0.368	0.591	0.017	0.047	0.097	0.08	0.046	0.109	0.728	1.196	1.48	3.241	0.65	0.605	0.084										
Aligned_pair3_d	47	0.595	0.495	0.752	0.495	0.752	-1.495	0.373	0.596	0.017	0.049	0.099	0.082	0.046	0.11	0.728	1.203	1.435	3.151	0	NaN	NaN										
Aligned_pair3_d	48	0.595	0.495	0.752	0.495	0.752	-1.495	0.373	0.596	0.017	0.049	0.099	0.082	0.046	0.11	0.728	1.203	1.435	3.151	0	NaN	NaN										
Aligned_pair3_d	49	0.587	0.494	0.755	0.494	0.755	-1.512	0.376	0.544	0.017	0.045	0.097	0.083	0.046	0.114	0.728	1.142	1.666	3.03	0	NaN	NaN										
Aligned_pair3_d	50	0.581	0.493	0.751	0.493	0.751	-1.5	0.372	0.548	0.017	0.044	0.096	0.08	0.046	0.112	0.728	1.142	1.476	3.075	0.65	0.63	0.058										
Aligned_pair3_d	51	0.566	0.491	0.751	0.491	0.751	-1.498	0.369	0.537	0.016	0.042	0.094	0.078	0.044	0.108	0.728	1.105	1.373	3.119	0.65	0.622	0.065										
Aligned_pair3_d	52	0.566	0.493	0.747	0.493	0.747	-1.505	0.329	0.587	0.016	0.043	0.094	0.073	0.048	0.1	0.69	1.158	1.383	3.119	1.95	1.848	0.246										
Aligned_pair3_d	53	0.551	0.488	0.751	0.488	0.751	-1.531	0.325	0.534	0.016	0.039	0.092	0.073	0.048	0.102	0.69	1.095	1.72	2.985	0.65	0.636	0.042										
Aligned_pair3_d	54	0.546	0.486	0.755	0.486	0.755	-1.548	0.324	0.538	0.015	0.038	0.091	0.071	0.047	0.099	0.69	1.095	1.72	3.03	0.65	0.622	0.065										
Aligned_pair3_d	55	0.519	0.505	0.772	0.505	0.772	-1.543	0.303	0.53	0.013	0.037	0.086	0.07	0.043	0.094	0.641	1.105	1.768	2.998	0	NaN	NaN										
Aligned_pair3_d	56	0.513	0.507	0.769	0.507	0.769	-1.554	0.302	0.532	0.013	0.037	0.086	0.069	0.042	0.092	0.641	1.105	1.768	3.043	0.65	0.636	0.042										
Aligned_pair3_d	57	0.51	0.502	0.77	0.502	0.77	1.561	0.312	0.53	0.012	0.036	0.085	0.069	0.039	0.091	0.641	1.105	1.768	3.043	0.583	0.536	0.094										
Aligned_pair3_d	58	0.51	0.501	0.765	0.501	0.765	-1.569	0.311	0.535	0.012	0.037	0.085	0.069	0.039	0.091	0.643	1.105	1.768	2.998	0	NaN	NaN										
Aligned_pair3_d	59	0.507	0.501	0.762	0.501	0.762	1.551	0.314	0.547	0.012	0.037	0.085	0.068	0.037	0.089	0.643	1.149	1.713	3.088	0.583	0.547	0.076										
Aligned_pair3_d	60	0.499	0.498	0.761	0.498	0.761	1.538	0.288	0.546	0.011	0.036	0.083	0.066	0.039	0.086	0.596	1.149	1.713	2.934	0.65	0.636	0.042										
Aligned_pair3_d	61	0.499	0.499	0.759	0.499	0.759	1.551	0.317	0.543	0.011	0.036	0.083	0.066	0.036	0.086	0.643	1.149	1.713	2.992	1.571	1.41	0.273										
Aligned_pair3_d	62	0.496	0.495	0.752	0.495	0.752	-1.559	0.316	0.534	0.011	0.035	0.083	0.065	0.036	0.086	0.641	1.105	1.768	2.845	0.583	0.559	0.044										
Aligned_pair3_d	63	0.499	0.499	0.748	0.499	0.748	-1.566	0.313	0.531	0.012	0.035	0.083	0.066	0.037	0.087	0.641	1.105	1.768	2.845	0	NaN	NaN										
Aligned_pair3_d	64	0.496	0.507	0.757	0.507	0.757	1.489	0.322	0.544	0.012	0.034	0.082	0.062	0.037	0.084	0.645	1.105	1.768	2.966	0	NaN	NaN										
Aligned_pair3_d	65	0.493	0.509	0.765	0.509	0.765	1.508	0.317	0.502	0.012	0.033	0.082	0.066	0.037	0.088	0.645	1.079	1.877	2.89	0	NaN	NaN										
Aligned_pair3_d	66	0.484	0.508	0.765	0.508	0.765	1.476	0.324	0.505	0.012	0.031	0.08	0.061	0.036	0.084	0.65	1.079	1.877	2.966	1.571	1.41	0.273										
Aligned_pair3_d	67	0.463	0.522	0.778	0.522	0.778	1.54	0.307	0.519	0.01	0.031	0.077	0.059	0.033	0.077	0.636	1.085	1.621	3.119	0.552	0.52	0.085										
Aligned_pair3_d	68	0.484	0.502	0.785	0.502	0.785	1.562	0.311	0.515	0.012	0.031	0.081	0.061	0.038	0.083	0.643	1.085	1.621	3.043	0	NaN	NaN										
Aligned_pair3_d	69	0.493	0.501	0.796	0.501	0.796	1.564	0.312	0.525	0.012	0.032	0.082	0.062	0.038	0.084	0.643	1.085	1.621	2.89	0.552	0.531	0.051										
Aligned_pair3_d	70	0.481	0.503	0.789	0.503	0.789	1.515	0.314	0.522	0.012	0.03	0.08	0.058	0.038	0.08	0.645	1.064	1.828	2.845	0	NaN	NaN										
Aligned_pair3_d	71	0.475	0.503	0.787	0.503	0.787	1.481	0.307	0.521	0.011	0.031	0.079	0.059	0.036	0.08	0.596	1.064	1.828	2.723	0.632	0.59	0.074										
Aligned_pair3_d	72	0.484	0.502	0.79	0.502	0.79	1.475	0.307	0.524	0.012	0.031	0.08	0.059	0.038	0.082	0.65	1.064	1.828	2.768	0.552	0.525	0.051										
Aligned_pair3_d	73	0.475	0.505	0.794	0.505	0.794	1.462	0.312	0.528	0.011	0.03	0.078	0.057	0.036	0.078	0.65	1.064	1.828	2.736	0	NaN	NaN										
Aligned_pair3_d	74	0.469	0.507	0.788	0.507	0.788	1.448	0.318	0.523	0.011	0.03	0.077	0.057	0.034	0.078	0.65	1.064	1.828	2.858	1.408	1.285	0.283										
Aligned_pair3_d	75	0.478	0.51	0.784	0.51	0.784	1.479	0.315	0.519	0.011	0.031	0.079	0.06	0.036	0.082	0.65	1.064	1.828	2.921	0	NaN	NaN										
Aligned_pair3_d	76	0.484	0.512	0.784	0.512	0.784	1.474	0.317	0.519	0.011	0.032	0.08	0.062	0.036	0.084	0.65	1.079	1.877	2.876	1.408	1.285	0.254										
Aligned_pair3_d	77	0.481	0.511	0.793	0.511	0.793	1.463	0.318	0.527	0.011	0.032	0.079	0.06	0.036	0.082	0.65	1.079	1.877	2.953	0.583	0.552	0.061										
Aligned_pair3_d	78	0.46	0.523	0.787	0.523	0.787	1.476	0.291	0.522	0.01	0.031	0.076	0.059	0.034	0.078	0.596	1.079	1.877	2.998	0.552	0.531	0.051										
Aligned_pair3_d	79	0.475	0.521	0.792	0.521	0.792	1.463	0.298	0.528	0.01	0.033	0.078	0.063	0.034	0.083	0.65	1.116	1.816	3.043	1.571	1.392	0.305										
Aligned_pair3_d	80	0.484	0.524	0.791	0.524	0.791	1.463	0.302	0.527	0.011	0.035	0.08	0.065	0.035	0.086	0.65	1.116	1.816	3.011	1.408	1.239	0.264										
Aligned_pair3_d	81	0.484	0.524	0.794	0.524	0.794	1.449	0.301	0.53	0.011	0.035	0.079	0.066	0.035	0.086	0.65	1.116	1.816	2.966	0	NaN	NaN										
Aligned_pair3_d	82	0.49	0.526	0.789	0.526	0.789	1.464	0.304	0.525	0.011	0.036	0.081	0.068	0.036	0.088	0.65	1.116	1.816	2.966	0	NaN	NaN										
Aligned_pair3_d	83	0.484	0.526	0.785	0.526	0.785	1.443	0.292	0.529	0.01	0.036	0.079	0.068	0.035	0.086	0.596	1.131	1.862	2.966	1.571	1.426	0.251										
Aligned_pair3_d	84	0.484	0.527	0.777	0.527	0.777	1.46	0.289	0.555	0.01	0.037	0.08	0.066	0.035	0.084	0.596	1.105	1.768	2.998	0	NaN	NaN										
Aligned_pair3_d	85	0.493	0.532	0.77	0.532	0.77	1.478	0.284	0.55	0.01	0.039	0.081	0.071	0.036	0.089	0.596	1.139	1.618	3.151	0	NaN	NaN										
Aligned_pair3_d	86	0.484	0.534	0.784	0.534	0.784	1.485	0.283	0.525	0.01	0.037	0.08	0.07	0.036	0.087	0.596	1.116	1.816	3.228	0.552	0.525	0.051										
Aligned_pair3_d	87	0.44	0.544	0.796	0.544	0.796	1.486	0.288	0.523	0.008	0.033	0.073	0.062	0.027	0.077	0.596	1.089	1.67	3.043	0	NaN	NaN										
Aligned_pair3_d	88	0.466	0.533	0.786	0.533	0.786	1.485	0.285	0.517	0.009	0.034	0.077	0.066	0.033	0.084	0.596	1.089	1.67	3.241	0	NaN	NaN										
Aligned_pair3_d	89	0.458	0.53	0.779	0.53	0.779	1.496	0.287	0.52	0.009	0.033	0.076	0.063	0.032	0.081	0.596	1.089	1.471	3.196	0	NaN	NaN										
Aligned_pair3_d	90	0.463	0.528	0.778	0.528	0.778	1.488	0.289	0.521	0.009	0.033	0.077	0.063	0.033	0.081	0.596	1.085	1.621	3.151	0.542	0.496	0.081										
Aligned_pair3_d	91	0.472	0.533	0.783	0.533	0.783	1.463	0.287	0.515	0.01	0.034	0.078	0.066	0.035	0.085	0.596	1.085	1.621	3.119	0	NaN	NaN										
Aligned_pair3_d	92	0.46	0.535	0.77	0.535	0.77	1.468	0.29	0.496	0.01	0.032	0.076	0.064	0.033	0.083	0.596	1.046	1.942	2.966	1.408	1.274	0.243										
Aligned_pair3_d	93	0.458	0.533	0.762	0.533	0.762	1.497	0.283	0.491	0.009	0.032	0.076	0.065	0.033	0.083	0.596	1.046	1.942	2.966	0.552	0.515	0.071										
Aligned_pair3_d	94	0.463	0.534	0.765	0.534	0.765	1.468	0.289	0.496	0.01	0.033	0.076	0.066	0.033	0.085	0.596	1.052	1.778	3.011	1.354	1.168	0.289										
Aligned_pair3_d	95	0.455	0.534	0.761	0.534	0.761	1.483	0.285	0.497	0.009	0.033	0.075	0.066	0.031	0.083	0.596	1.064	1.828	2.845	0.542	0.505	0.069										
Aligned_pair3_d	96	0.449	0.528	0.762	0.528	0.762	1.492	0.277	0.497	0.009	0.032	0.074	0.064	0.031	0.08	0.542	1.064	1.828	2.755	0.484	0.453	0.074										
Aligned_pair3_d	97	0.455	0.528	0.759	0.528	0.759	1.478	0.283	0.496	0.009	0.032	0.075	0.065	0.031	0.082	0.596	1.067	1.989	2.876	1.571	1.426	0.251										
Aligned_pair3_d	98	0.455	0.532	0.751	0.532	0.751	1.472	0.283	0.504	0.009	0.032	0.075	0.064	0.031	0.081	0.596	1.067	1.989	2.832	1.408	1.253	0.248										
Aligned_pair3_d	99	0.466	0.531	0.738	0.531	0.738	1.47	0.283	0.528	0.009	0.036	0.077	0.067	0.031	0.084	0.596	1.116	1.816	2.953	1.354	1.199	0.278										
Aligned_pair3_d	100	0.472	0.53	0.735	0.53	0.735	1.448	0.287	0.526	0.009	0.035	0.078	0.067	0.033	0.085	0.596	1.116	1.816	2.966	1.354	1.183	0.301										
Aligned_pair3_d	101	0.478	0.529	0.74	0.529	0.74	1.462	0.282	0.53	0.01	0.036	0.079	0.068	0.034	0.086	0.596	1.116	1.816	2.966	0.484	0.453	0.074										
Aligned_pair3_d	102	0.475	0.526	0.73	0.526	0.73	1.462	0.28	0.526	0.009	0.037	0.078	0.07	0.032	0.087	0.542	1.116	1.816	2.908	1.408	1.253	0.248										
Aligned_pair3_d	103	0.463	0.529	0.717	0.529	0.717	1.455	0.286	0.539	0.009	0.035	0.076	0.065	0.031	0.08	0.542	1.116	1.816	2.832	0.552	0.517	0.067										
Aligned_pair3_d	104	0.463	0.528	0.713	0.528	0.713	1.439	0.29	0.544	0.009	0.034	0.076	0.063	0.031	0.079	0.542	1.116	1.816	2.876	0.484	0.442	0.068										
Aligned_pair3_d	105	0.46	0.527	0.714	0.527	0.714	1.437	0.289	0.543	0.009	0.034	0.075	0.063	0.031	0.079	0.542	1.116	1.816	2.966	0	NaN	NaN										
Aligned_pair3_d	106	0.455	0.527	0.716	0.527	0.716	1.434	0.289	0.542	0.008	0.034	0.074	0.063	0.029	0.078	0.542	1.116	1.816	2.921	0	NaN	NaN										
Aligned_pair3_d	107	0.455	0.525	0.716	0.525	0.716	1.42	0.29	0.543	0.008	0.034	0.074	0.063	0.029	0.078	0.542	1.131	1.862	2.921	0	NaN	NaN										
Aligned_pair3_d	108	0.449	0.526	0.715	0.526	0.715	1.427	0.29	0.515	0.008	0.033	0.073	0.064	0.029	0.08	0.596	1.097	1.924	2.921	1.408	1.176	0.326										
Aligned_pair3_d	109	0.437	0.522	0.716	0.522	0.716	1.418	0.288	0.516	0.008	0.031	0.071	0.061	0.027	0.076	0.542	1.097	1.924	2.755	0.484	0.442	0.068										
Aligned_pair3_d	110	0.446	0.523	0.713	0.523	0.713	1.415	0.29	0.512	0.008	0.032	0.073	0.063	0.028	0.078	0.542	1.097	1.924	2.755	0.542	0.485	0.077										
Aligned_pair3_d	111	0.437	0.52	0.711	0.52	0.711	1.418	0.286	0.555	0.008	0.033	0.071	0.059	0.027	0.072	0.542	1.131	1.862	2.845	0	NaN	NaN										
Aligned_pair3_d	112	0.443	0.515	0.71	0.515	0.71	1.387	0.278	0.51	0.008	0.031	0.071	0.061	0.029	0.077	0.542	1.079	1.877	2.8	0	0	0										
Aligned_pair3_d	113	0.455	0.496	0.696	0.496	0.696	1.386	0.286	0.515	0.009	0.031	0.073	0.06	0.032	0.077	0.596	1.079	1.877	2.813	0.552	0.517	0.067										
Aligned_pair3_d	114	0.449	0.492	0.695	0.492	0.695	1.394	0.283	0.517	0.009	0.031	0.072	0.06	0.031	0.076	0.596	1.079	1.877	2.903	0.484	0.442	0.068										
Aligned_pair3_d	115	0.449	0.496	0.705	0.496	0.705	1.358	0.285	0.508	0.009	0.031	0.071	0.061	0.03	0.078	0.596	1.079	1.877	2.934	0.552	0.495	0.09										
Aligned_pair3_d	116	0.437	0.494	0.711	0.494	0.711	1.346	0.281	0.508	0.008	0.03	0.069	0.06	0.028	0.075	0.596	1.079	1.877	2.858	0.552	0.5	0.086										
Aligned_pair3_d	117	0.422	0.491	0.705	0.491	0.705	1.347	0.279	0.51	0.007	0.029	0.067	0.057	0.026	0.071	0.596	1.079	1.877	2.871	0.484	0.45	0.063										
Aligned_pair3_d	118	0.434	0.49	0.708	0.49	0.708	1.362	0.277	0.506	0.008	0.03	0.069	0.06	0.028	0.075	0.596	1.079	1.877	2.871	1.408	1.176	0.326										
Aligned_pair3_d	119	0.428	0.492	0.706	0.492	0.706	1.356	0.281	0.508	0.007	0.03	0.068	0.059	0.026	0.073	0.596	1.079	1.877	2.871	0.552	0.503	0.088										
Aligned_pair3_d	120	0.419	0.486	0.687	0.486	0.687	1.353	0.279	0.528	0.007	0.029	0.067	0.055	0.025	0.068	0.596	1.116	1.816	2.992	0	0	0										
Aligned_pair3_d	121	0.428	0.484	0.681	0.484	0.681	1.339	0.278	0.535	0.008	0.03	0.068	0.056	0.027	0.07	0.596	1.116	1.816	2.903	0.552	0.515	0.071										
Aligned_pair3_d	122	0.428	0.484	0.681	0.484	0.681	1.337	0.278	0.535	0.008	0.03	0.068	0.056	0.028	0.07	0.596	1.116	1.816	3.024	0.484	0.451	0.078										
Aligned_pair3_d	123	0.428	0.484	0.682	0.484	0.682	1.335	0.278	0.534	0.008	0.03	0.067	0.056	0.027	0.07	0.591	1.116	1.816	3.024	0.484	0.453	0.074										
Aligned_pair3_d	124	0.425	0.482	0.683	0.482	0.683	1.333	0.276	0.534	0.007	0.03	0.067	0.056	0.027	0.069	0.588	1.116	1.816	2.979	0.484	0.449	0.079										
Aligned_pair3_d	125	0.425	0.481	0.673	0.481	0.673	1.341	0.277	0.543	0.007	0.031	0.067	0.057	0.026	0.07	0.567	1.116	1.816	2.934	0.484	0.449	0.064										
Aligned_pair3_d	126	0.428	0.483	0.675	0.483	0.675	1.333	0.278	0.541	0.007	0.031	0.067	0.057	0.026	0.071	0.57	1.116	1.816	2.934	0.552	0.503	0.088										
Aligned_pair3_d	127	0.422	0.48	0.67	0.48	0.67	1.336	0.251	0.547	0.007	0.031	0.067	0.057	0.027	0.069	0.552	1.116	1.816	2.903	0	NaN	NaN										
Aligned_pair3_d	128	0.425	0.481	0.667	0.481	0.667	1.344	0.253	0.549	0.007	0.031	0.067	0.057	0.028	0.07	0.552	1.116	1.816	2.858	0	0	0										
Aligned_pair3_d	129	0.425	0.484	0.668	0.484	0.668	1.327	0.255	0.548	0.007	0.032	0.067	0.058	0.027	0.071	0.552	1.116	1.816	2.858	0	NaN	NaN										
Aligned_pair3_d	130	0.425	0.483	0.667	0.483	0.667	1.331	0.255	0.549	0.007	0.033	0.067	0.061	0.026	0.073	0.542	1.131	1.862	2.813	0.484	0.45	0.063										
Aligned_pair3_d	131	0.425	0.481	0.667	0.481	0.667	1.323	0.266	0.563	0.007	0.034	0.067	0.06	0.025	0.071	0.552	1.148	1.907	2.89	0.484	0.442	0.068										
Aligned_pair3_d	132	0.434	0.486	0.667	0.486	0.667	1.347	0.271	0.56	0.007	0.035	0.069	0.063	0.026	0.074	0.574	1.148	1.907	2.979	0.447	0.411	0.08										
Aligned_pair3_d	133	0.434	0.486	0.663	0.486	0.663	1.349	0.272	0.563	0.007	0.034	0.069	0.061	0.027	0.073	0.574	1.148	1.907	3.069	0.447	0.428	0.062										
Aligned_pair3_d	134	0.431	0.486	0.659	0.486	0.659	1.347	0.272	0.567	0.007	0.033	0.068	0.059	0.027	0.071	0.574	1.148	1.907	3.177	0	NaN	NaN										
Aligned_pair3_d	135	0.425	0.486	0.664	0.486	0.664	1.349	0.271	0.562	0.007	0.033	0.067	0.058	0.026	0.07	0.571	1.148	1.907	3.133	0.447	0.428	0.062										
Aligned_pair3_d	136	0.428	0.487	0.659	0.487	0.659	1.34	0.273	0.568	0.007	0.033	0.068	0.058	0.026	0.07	0.571	1.199	1.893	3.209	0	0	0										
Aligned_pair3_d	137	0.422	0.483	0.664	0.483	0.664	1.326	0.268	0.565	0.007	0.032	0.066	0.057	0.026	0.069	0.568	1.148	1.907	3.011	1.083	1.021	0.137										
Aligned_pair3_d	138	0.44	0.471	0.663	0.471	0.663	1.307	0.281	0.571	0.008	0.032	0.068	0.055	0.03	0.069	0.61	1.148	1.907	2.89	0.921	0.864	0.166										
Aligned_pair3_d	139	0.446	0.471	0.661	0.471	0.661	1.291	0.279	0.574	0.009	0.032	0.069	0.056	0.031	0.071	0.613	1.148	1.907	3.011	0.552	0.503	0.088										
Aligned_pair3_v	3	0.211	0.387	0.524	0.387	0.524	-0.827	0.239	0.328	0.002	0.006	0.019	0.017	0.01	0.024	0.498	0.706	1.004	1.83	0.921	0.863	0.173										
Aligned_pair3_v	6	0.185	0.399	0.554	0.399	0.554	-0.987	0.204	0.331	0.002	0.004	0.021	0.013	0.01	0.018	0.46	0.679	1.071	1.844	0	NaN	NaN										
Aligned_pair3_v	7	0.205	0.401	0.562	0.401	0.562	-0.924	0.214	0.321	0.002	0.005	0.022	0.015	0.011	0.022	0.484	0.679	1.071	1.767	0	NaN	NaN										
Aligned_pair3_v	8	0.211	0.402	0.569	0.402	0.569	-0.988	0.214	0.321	0.003	0.005	0.025	0.016	0.012	0.023	0.484	0.679	1.071	1.767	0	NaN	NaN										
Aligned_pair3_v	9	0.208	0.398	0.573	0.398	0.573	-1.085	0.213	0.319	0.003	0.005	0.027	0.015	0.012	0.023	0.484	0.679	1.071	1.844	0	NaN	NaN										
Aligned_pair3_v	10	0.22	0.405	0.57	0.405	0.57	-0.982	0.233	0.321	0.003	0.005	0.025	0.016	0.013	0.025	0.526	0.679	1.071	1.844	0	NaN	NaN										
Aligned_pair3_v	11	0.217	0.399	0.572	0.399	0.572	-0.977	0.228	0.316	0.003	0.005	0.025	0.016	0.013	0.025	0.526	0.679	1.071	1.844	0	NaN	NaN										
Aligned_pair3_v	12	0.235	0.42	0.562	0.42	0.562	-1.012	0.299	0.338	0.004	0.006	0.028	0.018	0.012	0.029	0.542	0.737	0.942	2.227	0	NaN	NaN										
Aligned_pair3_v	13	0.246	0.422	0.559	0.422	0.559	-1.01	0.299	0.341	0.004	0.006	0.029	0.019	0.014	0.03	0.542	0.737	0.942	2.092	0	NaN	NaN										
Aligned_pair3_v	14	0.243	0.423	0.555	0.423	0.555	-0.99	0.301	0.328	0.004	0.006	0.028	0.018	0.014	0.031	0.542	0.729	0.838	2.047	0	NaN	NaN										
Aligned_pair3_v	15	0.235	0.411	0.555	0.411	0.555	-0.94	0.269	0.327	0.004	0.006	0.026	0.018	0.013	0.029	0.542	0.729	0.838	2.06	0	NaN	NaN										
Aligned_pair3_v	16	0.235	0.401	0.557	0.401	0.557	-0.982	0.297	0.329	0.004	0.006	0.027	0.018	0.012	0.028	0.542	0.704	1.176	2.029	0.433	0.414	0.066										
Aligned_pair3_v	17	0.261	0.418	0.563	0.418	0.563	-1.051	0.325	0.337	0.005	0.007	0.033	0.02	0.015	0.035	0.596	0.729	2.409	2.258	0	NaN	NaN										
Aligned_pair3_v	18	0.261	0.415	0.564	0.415	0.564	-0.975	0.334	0.362	0.005	0.007	0.03	0.02	0.015	0.033	0.596	0.737	0.942	2.335	0.921	0.86	0.167										
Aligned_pair3_v	19	0.267	0.419	0.575	0.419	0.575	-1.039	0.32	0.354	0.005	0.007	0.033	0.021	0.016	0.035	0.596	0.737	0.942	2.443	0	NaN	NaN										
